名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班2, 2024/4/25 上午 12:53:46, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班2, 2024/4/25 上午 12:54:34, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班2, 2024/4/25 上午 12:54:49, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班2, 2024/4/25 上午 12:54:52, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,3,0
1班2, 2024/4/25 上午 12:55:20, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,4,0
1班2, 2024/4/25 上午 12:55:58, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,5,0
1班2, 2024/4/25 上午 12:56:00, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,6,0
1班2, 2024/4/25 上午 12:56:23, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,7,0
1班2, 2024/4/25 上午 12:56:24, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,8,0
1班2, 2024/4/25 上午 12:56:28, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,9,0
1班2, 2024/4/25 上午 12:56:36, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,10,0
1班2, 2024/4/25 上午 12:56:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,11,0
1班2, 2024/4/25 上午 12:56:42, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,12,0
1班2, 2024/4/25 上午 12:56:50, 荷蘭人對話, 0,2,0,0,0,0,0,0,0,12,0
1班2, 2024/4/25 上午 12:57:34, 郭懷一對話, 0,2,1,0,0,0,0,0,0,12,0
1班2, 2024/4/25 上午 12:58:08, 路人丁對話, 0,2,1,0,0,0,0,1,0,12,0
1班2, 2024/4/25 上午 12:58:15, 荷蘭人長官對話, 0,2,1,1,0,0,0,1,0,12,0
1班2, 2024/4/25 上午 12:58:36, 荷蘭人長官對話, 0,2,1,2,0,0,0,1,0,12,0
1班2, 2024/4/25 上午 12:58:48, 郭懷一對話, 0,2,2,2,0,0,0,1,0,12,0
1班2, 2024/4/25 上午 12:59:21, 荷蘭人長官對話, 0,2,2,3,0,0,0,1,0,12,0
1班2, 2024/4/25 上午 12:59:31, 路人乙對話, 0,2,2,3,0,1,0,1,0,12,0
1班2, 2024/4/25 上午 12:59:47, 荷蘭人對話, 0,3,2,3,0,1,0,1,0,12,0
1班2, 2024/4/25 上午 01:00:04, 郭懷一對話, 0,3,3,3,0,1,0,1,0,12,0
1班2, 2024/4/25 上午 01:00:09, 撿取文件, 0,3,3,3,0,1,0,1,0,12,1
1班2, 2024/4/25 上午 01:00:11, 撿取文件, 0,3,3,3,0,1,0,1,0,12,2
1班2, 2024/4/25 上午 01:00:16, 撿取文件, 0,3,3,3,0,1,0,1,0,12,3
1班2, 2024/4/25 上午 01:00:28, 撿取文件, 0,3,3,3,0,1,0,1,0,12,4
1班2, 2024/4/25 上午 01:00:30, 撿取文件, 0,3,3,3,0,1,0,1,0,12,5
1班2, 2024/4/25 上午 01:00:32, 撿取文件, 0,3,3,3,0,1,0,1,0,12,6
1班2, 2024/4/25 上午 01:00:33, 撿取文件, 0,3,3,3,0,1,0,1,0,12,7
1班2, 2024/4/25 上午 01:00:34, 撿取文件, 0,3,3,3,0,1,0,1,0,12,8
