名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班1, 2024/4/25 上午 12:53:09, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班1, 2024/4/25 上午 12:54:14, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班1, 2024/4/25 上午 12:54:48, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班1, 2024/4/25 上午 12:54:59, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,3,0
1班1, 2024/4/25 上午 12:55:25, 荷蘭人對話, 0,2,0,0,0,0,0,0,0,3,0
1班1, 2024/4/25 上午 12:55:43, 撿取蔗糖, 0,2,0,0,0,0,0,0,0,4,0
1班1, 2024/4/25 上午 12:55:53, 撿取蔗糖, 0,2,0,0,0,0,0,0,0,5,0
1班1, 2024/4/25 上午 12:56:07, 撿取蔗糖, 0,2,0,0,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 12:56:17, 荷蘭人對話, 0,3,0,0,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 12:56:49, 荷蘭人長官對話, 0,3,0,1,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 12:58:43, 郭懷一對話, 0,3,1,1,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 12:58:57, 撿取文件, 0,3,1,1,0,0,0,0,0,6,1
1班1, 2024/4/25 上午 12:59:00, 撿取文件, 0,3,1,1,0,0,0,0,0,6,2
1班1, 2024/4/25 上午 12:59:06, 撿取文件, 0,3,1,1,0,0,0,0,0,6,3
1班1, 2024/4/25 上午 12:59:09, 撿取文件, 0,3,1,1,0,0,0,0,0,6,4
1班1, 2024/4/25 上午 12:59:20, 撿取文件, 0,3,1,1,0,0,0,0,0,6,5
1班1, 2024/4/25 上午 12:59:35, 撿取文件, 0,3,1,1,0,0,0,0,0,6,6
1班1, 2024/4/25 上午 12:59:58, 撿取文件, 0,3,1,1,0,0,0,0,0,6,7
1班1, 2024/4/25 上午 01:00:21, 荷蘭人長官對話, 0,3,1,2,0,0,0,0,0,6,7
