名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班1, 2024/4/25 上午 12:55:07, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班1, 2024/4/25 上午 12:55:23, 路人丙對話, 0,1,0,0,0,0,1,0,0,0,0
1班1, 2024/4/25 上午 12:56:17, 荷蘭人長官對話, 0,1,0,1,0,0,1,0,0,0,0
1班1, 2024/4/25 上午 12:56:56, 郭懷一對話, 0,1,1,1,0,0,1,0,0,0,0
1班1, 2024/4/25 上午 12:57:10, 路人戊對話, 0,1,1,1,0,0,1,0,1,0,0
1班1, 2024/4/25 上午 12:57:42, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,1,0
1班1, 2024/4/25 上午 12:57:44, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,2,0
1班1, 2024/4/25 上午 12:57:44, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,3,0
1班1, 2024/4/25 上午 12:57:45, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,4,0
1班1, 2024/4/25 上午 12:57:55, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,5,0
1班1, 2024/4/25 上午 12:58:08, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,6,0
1班1, 2024/4/25 上午 12:58:12, 撿取蔗糖, 0,1,1,1,0,0,1,0,1,7,0
1班1, 2024/4/25 上午 12:58:38, 荷蘭人對話, 0,2,1,1,0,0,1,0,1,7,0
1班1, 2024/4/25 上午 12:58:46, 撿取蔗糖, 0,2,1,1,0,0,1,0,1,8,0
1班1, 2024/4/25 上午 12:59:09, 荷蘭人對話, 0,3,1,1,0,0,1,0,1,8,0
1班1, 2024/4/25 上午 12:59:42, 郭懷一對話, 0,3,2,1,0,0,1,0,1,8,0
1班1, 2024/4/25 上午 01:00:10, 撿取文件, 0,3,2,1,0,0,1,0,1,8,1
1班1, 2024/4/25 上午 01:00:19, 郭懷一對話, 0,3,3,1,0,0,1,0,1,8,1
1班1, 2024/4/25 上午 01:00:24, 撿取文件, 0,3,3,1,0,0,1,0,1,8,2
1班1, 2024/4/25 上午 01:00:25, 撿取文件, 0,3,3,1,0,0,1,0,1,8,3
1班1, 2024/4/25 上午 01:00:30, 撿取文件, 0,3,3,1,0,0,1,0,1,8,4
1班1, 2024/4/25 上午 01:00:33, 撿取文件, 0,3,3,1,0,0,1,0,1,8,5
1班1, 2024/4/25 上午 01:00:36, 撿取文件, 0,3,3,1,0,0,1,0,1,8,6
1班1, 2024/4/25 上午 01:00:42, 撿取文件, 0,3,3,1,0,0,1,0,1,8,7
1班1, 2024/4/25 上午 01:00:54, 撿取文件, 0,3,3,1,0,0,1,0,1,8,8
1班1, 2024/4/25 上午 01:00:57, 撿取文件, 0,3,3,1,0,0,1,0,1,8,9
1班1, 2024/4/25 上午 01:01:03, 撿取文件, 0,3,3,1,0,0,1,0,1,8,10
1班1, 2024/4/25 上午 01:01:05, 撿取文件, 0,3,3,1,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:01:13, 荷蘭人對話, 0,4,3,1,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:02:04, 荷蘭人長官對話, 0,4,3,2,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:08:02, 荷蘭人對話, 0,5,3,2,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:10:50, 荷蘭人對話, 0,6,3,2,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:12:09, 荷蘭人對話, 0,7,3,2,0,0,1,0,1,8,11
1班1, 2024/4/25 上午 01:14:47, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,9,11
1班1, 2024/4/25 上午 01:14:50, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,10,11
1班1, 2024/4/25 上午 01:14:50, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,11,11
1班1, 2024/4/25 上午 01:14:52, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,12,11
1班1, 2024/4/25 上午 01:14:53, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,13,11
1班1, 2024/4/25 上午 01:14:54, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,14,11
1班1, 2024/4/25 上午 01:14:55, 撿取蔗糖, 0,7,3,2,0,0,1,0,1,15,11
