Name, Time, ActionType, 撿甘蔗次數, 玩家對話紀錄
1班1號, 2024/4/23 下午 02:29:02, 進入第一單元, 0, 
1班1號, 2024/4/23 下午 02:29:08, 進入單元任務說明區域, 0, 
1班1號, 2024/4/23 下午 02:29:15, 碰到驚嘆號, 0, 
1班1號, 2024/4/23 下午 02:29:15, 使用者進入了竹簡區域, 0, 
1班1號, 2024/4/23 下午 02:29:41, 碰到驚嘆號, 0, 
1班1號, 2024/4/23 下午 02:29:41, 使用者進入了竹簡區域, 0, 
2班21號, 2024/4/25 上午 09:53:36, 進入第一單元, 0, 
2班21號, 2024/4/25 上午 09:53:42, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:01, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:12, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:21, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:24, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:28, 使用者查看了操作說明版, 0, 
2班21號, 2024/4/25 上午 09:54:59, 進入單元任務說明區域, 0, 
2班21號, 2024/4/25 上午 09:54:59, 進入單元任務說明區域, 0, 
2班21號, 2024/4/25 上午 09:55:03, 進入單元任務說明區域, 0, 
2班21號, 2024/4/25 上午 09:55:16, 使用者進入了竹簡區域, 0, 
2班21號, 2024/4/25 上午 09:55:16, 碰到驚嘆號, 0, 
2班21號, 2024/4/25 上午 09:55:42, 使用者進入了荷蘭人A區域, 0, 
2班21號, 2024/4/25 上午 09:56:35, 使用者進入了荷蘭人B區域, 0, 
2班21號, 2024/4/25 上午 09:57:01, 使用者進入了郭懷一區域, 0, 
2班21號, 2024/4/25 上午 09:57:06, 和郭懷一說話, 0, 
2班21號, 2024/4/25 上午 09:57:07, 和郭懷一說話, 0, 
2班21號, 2024/4/25 上午 09:57:13, 和郭懷一說話, 0, 
2班21號, 2024/4/25 上午 09:57:25, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:28, 和郭懷一說話, 0, 
2班21號, 2024/4/25 上午 09:57:29, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:37, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:39, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:41, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:44, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:44, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:47, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:49, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:51, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:57:57, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:01, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:03, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:06, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:09, 和郭懷一說話, 0, 
2班21號, 2024/4/25 上午 09:58:10, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:12, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:14, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:15, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:18, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:21, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:30, 拾取文件, 0, 
2班21號, 2024/4/25 上午 09:58:35, 進入單元任務說明區域, 0, 
2班21號, 2024/4/25 上午 09:58:46, 和綠色衣服男子對話, 0, 
2班21號, 2024/4/25 上午 09:59:16, 使用者進入了竹簡區域, 0, 
2班21號, 2024/4/25 上午 09:59:16, 碰到驚嘆號, 0, 
2班21號, 2024/4/25 上午 09:59:40, 使用者進入了荷蘭人A區域, 0, 
2班21號, 2024/4/25 上午 10:00:08, 進入單元任務說明區域, 0, 
2班21號, 2024/4/25 上午 10:00:15, 使用者進入了郭懷一區域, 0, 
2班21號, 2024/4/25 上午 10:00:32, 使用者進入了甘蔗田, 0, 
2班21號, 2024/4/25 上午 10:00:37, 成功完成，2.了解荷蘭開墾台灣的規劃(尋找甘蔗), 0, 
2班21號, 2024/4/25 上午 10:00:37, 撿取甘蔗, 1, 
2班21號, 2024/4/25 上午 10:00:47, 撿取甘蔗, 2, 
2班21號, 2024/4/25 上午 10:00:50, 撿取甘蔗, 3, 
2班21號, 2024/4/25 上午 10:00:52, 撿取甘蔗, 4, 
2班21號, 2024/4/25 上午 10:01:14, 和紅色衣服男子對話, 4, 
2班21號, 2024/4/25 上午 10:02:01, 使用者進入了郭懷一區域, 4, 
2班21號, 2024/4/25 上午 10:02:02, 使用者進入了郭懷一區域, 4, 
2班21號, 2024/4/25 上午 10:02:14, 和藍色衣服男子對話, 4, 
2班21號, 2024/4/25 上午 10:02:15, 使用者進入了荷蘭人A區域, 4, 
2班21號, 2024/4/25 上午 10:02:18, 碰到驚嘆號, 4, 
2班21號, 2024/4/25 上午 10:02:18, 使用者進入了竹簡區域, 4, 
2班21號, 2024/4/25 上午 10:02:21, 和綠色衣服男子對話, 4, 
2班21號, 2024/4/25 上午 10:02:21, 碰到驚嘆號, 4, 
2班21號, 2024/4/25 上午 10:02:21, 使用者進入了竹簡區域, 4, 
2班21號, 2024/4/25 上午 10:02:31, 碰到驚嘆號, 4, 
2班21號, 2024/4/25 上午 10:02:31, 使用者進入了竹簡區域, 4, 
2班21號, 2024/4/25 上午 10:02:31, 和綠色衣服男子對話, 4, 
