Name, Time, ActionType, 撿甘蔗次數, 玩家對話紀錄
1班7號, 2024/4/23 下午 02:14:07, 進入第一單元, 0, 
1班7號, 2024/4/23 下午 02:14:14, 和綠色衣服男子對話, 0, 
1班7號, 2024/4/23 下午 02:15:14, 碰到驚嘆號, 0, 
1班7號, 2024/4/23 下午 02:15:14, 使用者進入了竹簡區域, 0, 
1班7號, 2024/4/23 下午 02:15:18, 使用者進入了竹簡區域, 0, 
1班7號, 2024/4/23 下午 02:15:18, 碰到驚嘆號, 0, 
1班7號, 2024/4/23 下午 02:15:21, 成功完成，1.認識抗荷的背景(前往竹簡), 0, 
2班20號, 2024/4/25 上午 09:51:24, 進入第一單元, 0, 
2班20號, 2024/4/25 上午 09:51:41, 使用者查看了操作說明版, 0, 
2班20號, 2024/4/25 上午 09:52:23, 進入單元任務說明區域, 0, 
2班20號, 2024/4/25 上午 09:52:38, 使用者進入了郭懷一區域, 0, 
2班20號, 2024/4/25 上午 09:52:45, 撿取郭懷一人偶, 0, 
2班20號, 2024/4/25 上午 09:52:56, 和郭懷一說話, 0, 
2班20號, 2024/4/25 上午 09:53:35, 和郭懷一說話, 0, 
2班20號, 2024/4/25 上午 09:54:45, 拾取文件, 0, 
2班20號, 2024/4/25 上午 09:54:58, 使用者進入了郭懷一區域, 0, 
2班20號, 2024/4/25 上午 09:55:21, 使用者進入了甘蔗田, 0, 
2班20號, 2024/4/25 上午 09:55:24, 成功完成，2.了解荷蘭開墾台灣的規劃(尋找甘蔗), 0, 
2班20號, 2024/4/25 上午 09:55:24, 撿取甘蔗, 1, 
2班20號, 2024/4/25 上午 09:55:44, 撿取甘蔗, 2, 
2班20號, 2024/4/25 上午 09:56:01, 和紅色衣服男子對話, 2, 
2班20號, 2024/4/25 上午 09:56:18, 和被荷蘭人收人頭稅並且提示郭懷一會幫助人的NPC對話, 2, 
2班20號, 2024/4/25 上午 09:56:19, 和紅色衣服男子對話, 2, 
2班23號, 2024/4/25 上午 10:05:19, 進入第一單元, 0, 
2班4號, 2024/4/30 下午 02:33:17, 進入第一單元, 0, 
2班4號, 2024/4/30 下午 02:34:05, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:05, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:06, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:06, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:08, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:10, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:11, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:12, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:13, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:14, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:20, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:21, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:23, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:28, 使用者查看了操作說明版, 0, 
2班4號, 2024/4/30 下午 02:34:31, 進入單元任務說明區域, 0, 
2班4號, 2024/4/30 下午 02:34:44, 使用者進入了荷蘭人A區域, 0, 
2班4號, 2024/4/30 下午 02:34:55, 和黑色荷蘭人說話, 0, 
2班4號, 2024/4/30 下午 02:35:15, 和粉紅衣服男子甲對話, 0, 
2班4號, 2024/4/30 下午 02:35:19, 和粉紅衣服男子甲對話, 0, 
2班4號, 2024/4/30 下午 02:35:22, 和粉紅衣服男子甲對話, 0, 
2班4號, 2024/4/30 下午 02:35:35, 和粉紅衣服男子甲對話, 0, 
2班4號, 2024/4/30 下午 02:35:50, 和被荷蘭人收稅並且提示郭懷一位置的NPC對話, 0, 
2班4號, 2024/4/30 下午 02:35:55, 使用者進入了荷蘭人A區域, 0, 
2班4號, 2024/4/30 下午 02:36:03, 和藍色衣服男子對話, 0, 
2班4號, 2024/4/30 下午 02:36:10, 和被荷蘭人逼買執照並且提示荷蘭人長官衣服顏色的漁夫NPC對話, 0, 
2班4號, 2024/4/30 下午 02:36:11, 和藍色衣服男子對話, 0, 
2班4號, 2024/4/30 下午 02:36:15, 和藍色衣服男子對話, 0, 
