名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
3班3, 2024/4/24 上午 08:45:26, 路人甲對話, 0,0,0,0,1,0,0,0,0,0,0
3班3, 2024/4/24 上午 08:46:10, 荷蘭人對話, 0,1,0,0,1,0,0,0,0,0,0
3班3, 2024/4/24 上午 08:46:20, 撿取蔗糖, 0,1,0,0,1,0,0,0,0,1,0
3班3, 2024/4/24 上午 08:46:24, 撿取蔗糖, 0,1,0,0,1,0,0,0,0,2,0
3班3, 2024/4/24 上午 08:46:27, 撿取蔗糖, 0,1,0,0,1,0,0,0,0,3,0
1班1, 2024/4/25 上午 12:55:57, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班1, 2024/4/25 上午 12:58:19, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班1, 2024/4/25 上午 12:58:25, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班1, 2024/4/25 上午 12:58:27, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,3,0
1班1, 2024/4/25 上午 12:58:32, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,4,0
1班1, 2024/4/25 上午 12:58:35, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,5,0
1班1, 2024/4/25 上午 12:58:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 12:58:46, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,7,0
1班1, 2024/4/25 上午 12:58:50, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,8,0
1班1, 2024/4/25 上午 12:58:54, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,9,0
1班1, 2024/4/25 上午 12:58:56, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,10,0
1班1, 2024/4/25 上午 12:59:06, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,11,0
1班1, 2024/4/25 上午 12:59:07, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,12,0
1班1, 2024/4/25 上午 12:59:16, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,13,0
1班1, 2024/4/25 上午 12:59:21, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,14,0
1班1, 2024/4/25 上午 12:59:27, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,15,0
1班1, 2024/4/25 上午 12:59:30, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,16,0
1班1, 2024/4/25 上午 12:59:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,17,0
1班1, 2024/4/25 上午 12:59:57, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,18,0
1班1, 2024/4/25 上午 12:59:59, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,19,0
1班1, 2024/4/25 上午 01:00:03, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,20,0
1班1, 2024/4/25 上午 01:00:12, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,21,0
1班1, 2024/4/25 上午 01:00:15, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,22,0
1班1, 2024/4/25 上午 01:00:19, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,23,0
1班1, 2024/4/25 上午 01:00:23, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,24,0
1班1, 2024/4/25 上午 01:00:32, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,25,0
1班1, 2024/4/25 上午 01:00:37, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,26,0
1班1, 2024/4/25 上午 01:00:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,27,0
1班1, 2024/4/25 上午 01:00:51, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,28,0
1班1, 2024/4/25 上午 01:01:27, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,29,0
1班1, 2024/4/25 上午 01:01:52, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,30,0
1班1, 2024/4/25 上午 01:01:55, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,31,0
1班1, 2024/4/25 上午 01:02:02, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,32,0
1班1, 2024/4/25 上午 01:02:06, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,33,0
1班1, 2024/4/25 上午 01:02:09, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,34,0
1班1, 2024/4/25 上午 01:02:25, 荷蘭人對話, 0,2,0,0,0,0,0,0,0,34,0
1班1, 2024/4/25 上午 01:03:43, 郭懷一對話, 0,2,1,0,0,0,0,0,0,34,0
1班1, 2024/4/25 上午 01:04:27, 撿取文件, 0,2,1,0,0,0,0,0,0,34,1
1班1, 2024/4/25 上午 01:04:32, 撿取文件, 0,2,1,0,0,0,0,0,0,34,2
1班1, 2024/4/25 上午 01:04:41, 撿取文件, 0,2,1,0,0,0,0,0,0,34,3
1班1, 2024/4/25 上午 01:04:46, 撿取文件, 0,2,1,0,0,0,0,0,0,34,4
1班1, 2024/4/25 上午 01:04:50, 撿取文件, 0,2,1,0,0,0,0,0,0,34,5
1班1, 2024/4/25 上午 01:04:54, 撿取文件, 0,2,1,0,0,0,0,0,0,34,6
1班1, 2024/4/25 上午 01:05:02, 撿取文件, 0,2,1,0,0,0,0,0,0,34,7
1班1, 2024/4/25 上午 01:05:05, 撿取文件, 0,2,1,0,0,0,0,0,0,34,8
1班1, 2024/4/25 上午 01:05:06, 撿取文件, 0,2,1,0,0,0,0,0,0,34,9
1班1, 2024/4/25 上午 01:05:13, 撿取文件, 0,2,1,0,0,0,0,0,0,34,10
1班1, 2024/4/25 上午 01:05:15, 撿取文件, 0,2,1,0,0,0,0,0,0,34,11
1班1, 2024/4/25 上午 01:05:16, 撿取文件, 0,2,1,0,0,0,0,0,0,34,12
1班1, 2024/4/25 上午 01:05:18, 撿取文件, 0,2,1,0,0,0,0,0,0,34,13
1班1, 2024/4/25 上午 01:05:18, 撿取文件, 0,2,1,0,0,0,0,0,0,34,14
1班1, 2024/4/25 上午 01:05:20, 撿取文件, 0,2,1,0,0,0,0,0,0,34,15
1班1, 2024/4/25 上午 01:05:34, 荷蘭人長官對話, 0,2,1,1,0,0,0,0,0,34,15
1班1, 2024/4/25 上午 01:07:35, 荷蘭人長官對話, 0,2,1,2,0,0,0,0,0,34,15
1班1, 2024/4/25 上午 01:07:59, 荷蘭人對話, 0,3,1,2,0,0,0,0,0,34,15
1班1, 2024/4/25 上午 01:08:36, 撿取蔗糖, 0,3,1,2,0,0,0,0,0,35,15
1班1, 2024/4/25 上午 01:08:38, 撿取蔗糖, 0,3,1,2,0,0,0,0,0,36,15
1班1, 2024/4/25 上午 01:08:43, 撿取蔗糖, 0,3,1,2,0,0,0,0,0,37,15
