名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
3班6, 2024/4/24 上午 10:10:22, 路人丁對話, 0,0,0,0,0,0,0,1,0,0,0
1班1, 2024/4/25 上午 09:12:15, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班1, 2024/4/25 上午 09:12:27, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班1, 2024/4/25 上午 09:12:35, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班1, 2024/4/25 上午 09:12:51, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,3,0
1班1, 2024/4/25 上午 09:13:36, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,4,0
1班1, 2024/4/25 上午 09:13:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,5,0
1班1, 2024/4/25 上午 09:13:48, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,6,0
1班1, 2024/4/25 上午 09:13:59, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,7,0
1班1, 2024/4/25 上午 09:14:05, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,8,0
1班1, 2024/4/29 下午 03:12:32, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班1, 2024/4/29 下午 03:13:53, 路人丙對話, 0,1,0,0,0,0,1,0,0,0,0
