Name, Time, ActionType, 撿甘蔗次數, 玩家對話紀錄
1班1號, 2024/4/23 下午 01:59:06, 進入第一單元, 0, 
1班1號, 2024/4/23 下午 02:00:10, 從第一單元回到回到關卡選擇大廳, 0, 
1班1號, 2024/4/23 下午 02:00:15, 進入第一單元, 0, 
1班1號, 2024/4/23 下午 02:00:23, 和綠色衣服男子對話, 0, 
1班1號, 2024/4/23 下午 02:00:41, 碰到驚嘆號, 0, 
1班1號, 2024/4/23 下午 02:00:41, 使用者進入了竹簡區域, 0, 
1班1號, 2024/4/23 下午 02:00:43, 和粉紅衣服男子甲對話, 0, 
2班13號, 2024/4/25 上午 09:51:09, 進入第一單元, 0, 
2班13號, 2024/4/25 上午 09:51:19, 進入單元任務說明區域, 0, 
2班13號, 2024/4/25 上午 09:51:39, 碰到驚嘆號, 0, 
2班13號, 2024/4/25 上午 09:51:39, 使用者進入了竹簡區域, 0, 
2班13號, 2024/4/25 上午 09:51:46, 碰到驚嘆號, 0, 
2班13號, 2024/4/25 上午 09:51:52, 和粉紅衣服男子甲對話, 0, 
2班13號, 2024/4/25 上午 09:51:52, 和粉紅衣服男子甲對話, 0, 
2班13號, 2024/4/25 上午 09:51:52, 和粉紅衣服男子甲對話, 0, 
2班13號, 2024/4/25 上午 09:51:54, 使用者進入了荷蘭人A區域, 0, 
2班13號, 2024/4/25 上午 09:52:18, 和粉紅衣服男子乙對話, 0, 
2班13號, 2024/4/25 上午 09:52:36, 使用者進入了荷蘭人B區域, 0, 
2班13號, 2024/4/25 上午 09:52:38, 和藍色荷蘭人A長官說話, 0, 
2班13號, 2024/4/25 上午 09:53:15, 使用者進入了郭懷一區域, 0, 
2班13號, 2024/4/25 上午 09:53:18, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:24, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:29, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:34, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:36, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:38, 和郭懷一說話, 0, 
2班13號, 2024/4/25 上午 09:53:40, 和郭懷一說話, 0, 
2班13號, 2024/4/25 上午 09:53:49, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:49, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:49, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:49, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:50, 和郭懷一說話, 0, 
2班13號, 2024/4/25 上午 09:53:50, 拾取文件, 0, 
2班13號, 2024/4/25 上午 09:53:50, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:50, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:51, 撿取郭懷一人偶, 0, 
2班13號, 2024/4/25 上午 09:53:54, 拾取文件, 0, 
2班13號, 2024/4/25 上午 09:53:54, 拾取文件, 0, 
