名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班5, 2024/4/25 上午 12:52:15, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班5, 2024/4/25 上午 12:52:25, 路人戊對話, 0,1,0,0,0,0,0,0,1,0,0
1班5, 2024/4/25 上午 12:52:30, 路人乙對話, 0,1,0,0,0,1,0,0,1,0,0
1班5, 2024/4/25 上午 12:52:52, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,1,0
1班5, 2024/4/25 上午 12:53:02, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,2,0
1班5, 2024/4/25 上午 12:53:18, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,3,0
1班5, 2024/4/25 上午 12:53:23, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,4,0
1班5, 2024/4/25 上午 12:53:30, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,5,0
1班5, 2024/4/25 上午 12:53:33, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,6,0
1班5, 2024/4/25 上午 12:53:47, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,7,0
1班5, 2024/4/25 上午 12:54:26, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,8,0
1班5, 2024/4/25 上午 12:55:08, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,9,0
1班5, 2024/4/25 上午 12:55:29, 撿取蔗糖, 0,1,0,0,0,1,0,0,1,10,0
1班5, 2024/4/25 上午 12:56:54, 路人甲對話, 0,1,0,0,1,1,0,0,1,10,0
1班5, 2024/4/25 上午 12:59:14, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班5, 2024/4/25 上午 12:59:33, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班5, 2024/4/25 上午 12:59:39, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班5, 2024/4/25 上午 12:59:56, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,3,0
1班5, 2024/4/25 上午 01:00:21, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,4,0
1班5, 2024/4/25 上午 01:00:41, 荷蘭人長官對話, 0,1,0,1,0,0,0,0,0,4,0
1班5, 2024/4/25 上午 01:01:03, 撿取蔗糖, 0,1,0,1,0,0,0,0,0,5,0
1班5, 2024/4/25 上午 01:01:10, 撿取蔗糖, 0,1,0,1,0,0,0,0,0,6,0
1班5, 2024/4/25 上午 01:01:46, 撿取蔗糖, 0,1,0,1,0,0,0,0,0,7,0
1班5, 2024/4/25 上午 01:01:53, 撿取蔗糖, 0,1,0,1,0,0,0,0,0,8,0
1班5, 2024/4/25 上午 01:01:55, 撿取蔗糖, 0,1,0,1,0,0,0,0,0,9,0
1班5, 2024/4/25 上午 01:02:24, 荷蘭人對話, 0,2,0,1,0,0,0,0,0,9,0
1班5, 2024/4/25 上午 01:02:37, 撿取蔗糖, 0,2,0,1,0,0,0,0,0,10,0
1班5, 2024/4/25 上午 01:02:40, 撿取蔗糖, 0,2,0,1,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:03:03, 荷蘭人長官對話, 0,2,0,2,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:04:07, 郭懷一對話, 0,2,1,2,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:04:44, 荷蘭人長官對話, 0,2,1,3,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:05:19, 郭懷一對話, 0,2,2,3,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:05:34, 郭懷一對話, 0,2,3,3,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:07:58, 郭懷一對話, 0,2,4,3,0,0,0,0,0,11,0
1班5, 2024/4/25 上午 01:09:04, 荷蘭人長官對話, 0,2,4,4,0,0,0,0,0,11,0
