名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班5, 2024/4/25 上午 12:55:29, 荷蘭人對話, 0,1,0,0,0,0,0,0,0,0,0
1班5, 2024/4/25 上午 12:56:57, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,1,0
1班5, 2024/4/25 上午 12:56:59, 撿取蔗糖, 0,1,0,0,0,0,0,0,0,2,0
1班5, 2024/4/25 上午 12:57:14, 路人丁對話, 0,1,0,0,0,0,0,1,0,2,0
1班5, 2024/4/25 上午 12:58:03, 撿取蔗糖, 0,1,0,0,0,0,0,1,0,3,0
1班5, 2024/4/25 上午 12:58:35, 撿取蔗糖, 0,1,0,0,0,0,0,1,0,4,0
1班5, 2024/4/25 上午 12:58:40, 荷蘭人長官對話, 0,1,0,1,0,0,0,1,0,4,0
1班5, 2024/4/25 上午 12:58:53, 撿取蔗糖, 0,1,0,1,0,0,0,1,0,5,0
1班5, 2024/4/25 上午 12:59:15, 撿取蔗糖, 0,1,0,1,0,0,0,1,0,6,0
1班5, 2024/4/25 上午 12:59:26, 撿取蔗糖, 0,1,0,1,0,0,0,1,0,7,0
1班5, 2024/4/25 上午 12:59:32, 撿取蔗糖, 0,1,0,1,0,0,0,1,0,8,0
1班5, 2024/4/25 上午 12:59:43, 撿取蔗糖, 0,1,0,1,0,0,0,1,0,9,0
1班5, 2024/4/25 上午 12:59:51, 荷蘭人對話, 0,2,0,1,0,0,0,1,0,9,0
1班5, 2024/4/25 上午 12:59:57, 撿取蔗糖, 0,2,0,1,0,0,0,1,0,10,0
1班5, 2024/4/25 上午 01:00:09, 荷蘭人對話, 0,3,0,1,0,0,0,1,0,10,0
1班5, 2024/4/25 上午 01:00:40, 荷蘭人長官對話, 0,3,0,2,0,0,0,1,0,10,0
1班5, 2024/4/25 上午 01:01:42, 郭懷一對話, 0,3,1,2,0,0,0,1,0,10,0
1班5, 2024/4/25 上午 01:02:14, 撿取文件, 0,3,1,2,0,0,0,1,0,10,1
1班5, 2024/4/25 上午 01:02:24, 撿取文件, 0,3,1,2,0,0,0,1,0,10,2
1班5, 2024/4/25 上午 01:02:27, 撿取文件, 0,3,1,2,0,0,0,1,0,10,3
1班5, 2024/4/25 上午 01:02:54, 撿取文件, 0,3,1,2,0,0,0,1,0,10,4
1班5, 2024/4/25 上午 01:03:13, 荷蘭人長官對話, 0,3,1,3,0,0,0,1,0,10,4
