名稱, 時間, 執行動作,空白,荷蘭人對話,郭懷一對話,荷蘭人長官對話,路人甲對話,路人乙對話,路人丙對話,路人丁對話,路人戊對話,撿取蔗糖,撿取文件
1班1, 2024/4/25 上午 12:56:25, 路人戊對話, 0,0,0,0,0,0,0,0,1,0,0
1班1, 2024/4/25 上午 12:56:38, 荷蘭人對話, 0,1,0,0,0,0,0,0,1,0,0
1班1, 2024/4/25 上午 12:57:44, 荷蘭人長官對話, 0,1,0,1,0,0,0,0,1,0,0
1班1, 2024/4/25 上午 12:58:47, 撿取蔗糖, 0,1,0,1,0,0,0,0,1,1,0
1班1, 2024/4/25 上午 12:59:00, 撿取蔗糖, 0,1,0,1,0,0,0,0,1,2,0
1班1, 2024/4/25 上午 12:59:04, 撿取蔗糖, 0,1,0,1,0,0,0,0,1,3,0
1班1, 2024/4/25 上午 12:59:58, 郭懷一對話, 0,1,1,1,0,0,0,0,1,3,0
1班1, 2024/4/25 上午 01:00:13, 郭懷一對話, 0,1,2,1,0,0,0,0,1,3,0
1班1, 2024/4/25 上午 01:00:46, 撿取蔗糖, 0,1,2,1,0,0,0,0,1,4,0
1班1, 2024/4/25 上午 01:00:48, 撿取蔗糖, 0,1,2,1,0,0,0,0,1,5,0
1班1, 2024/4/25 上午 01:01:32, 撿取蔗糖, 0,1,2,1,0,0,0,0,1,6,0
1班1, 2024/4/25 上午 01:01:49, 撿取蔗糖, 0,1,2,1,0,0,0,0,1,7,0
1班1, 2024/4/25 上午 01:02:03, 撿取蔗糖, 0,1,2,1,0,0,0,0,1,8,0
1班1, 2024/4/25 上午 01:02:16, 荷蘭人對話, 0,2,2,1,0,0,0,0,1,8,0
1班1, 2024/4/25 上午 01:02:32, 路人戊對話, 0,2,2,1,0,0,0,0,2,8,0
1班1, 2024/4/25 上午 01:03:22, 荷蘭人長官對話, 0,2,2,2,0,0,0,0,2,8,0
1班1, 2024/4/25 上午 01:04:31, 郭懷一對話, 0,2,3,2,0,0,0,0,2,8,0
1班1, 2024/4/25 上午 01:08:57, 郭懷一對話, 0,2,4,2,0,0,0,0,2,8,0
1班1, 2024/4/25 上午 01:09:13, 撿取文件, 0,2,4,2,0,0,0,0,2,8,1
1班1, 2024/4/25 上午 01:11:18, 荷蘭人長官對話, 0,2,4,3,0,0,0,0,2,8,1
1班1, 2024/4/25 上午 01:11:42, 郭懷一對話, 0,2,5,3,0,0,0,0,2,8,1
1班1, 2024/4/25 上午 01:12:46, 撿取文件, 0,2,5,3,0,0,0,0,2,8,2
1班1, 2024/4/25 上午 01:13:08, 撿取文件, 0,2,5,3,0,0,0,0,2,8,3
1班1, 2024/4/25 上午 01:14:12, 撿取文件, 0,2,5,3,0,0,0,0,2,8,4
1班1, 2024/4/25 上午 01:14:31, 撿取文件, 0,2,5,3,0,0,0,0,2,8,5
1班1, 2024/4/25 上午 01:14:53, 荷蘭人長官對話, 0,2,5,4,0,0,0,0,2,8,5
